working_hours,notification_list,number,permission_type,created_on,story_importance,milestone_id,custom_fields,id,priority,state,hierarchy_type,is_story,status,description,importance,completed_date,updated_at,total_invested_hours,reporter_id,estimate,component_id,total_estimate,space_id,assigned_to_id,summary,total_working_hours
1.0,awzQ804SCr5lnwacwqjQXA,3,0,2015-04-16T11:28:55Z,0,8173293,{},116951863,3,1,2,True,New,,-1.0,,2015-04-16T11:28:55Z,0.0,awzQ804SCr5lnwacwqjQXA,1.0,,1.0,ckVaF443Sr5j9NacwqjQYw,awzQ804SCr5lnwacwqjQXA,Ticket1,1.0
